Date,Open,High,Low,Close,Adj Close,Volume
2019-12-26,10.490000,10.630000,10.490000,10.620000,10.620000,206600
2019-12-27,10.630000,11.035000,10.517000,10.812000,10.812000,195200
2019-12-30,11.010000,11.640000,10.767000,11.420000,11.420000,286500
2019-12-31,11.300000,11.940000,11.260000,11.839000,11.839000,245000
2020-01-02,11.810000,11.810000,11.300000,11.520000,11.520000,216200
2020-01-03,11.240000,11.520000,11.050000,11.276000,11.276000,139700
2020-01-06,10.920000,11.103000,10.700000,10.720000,10.720000,305300
2020-01-07,10.700000,10.765000,10.020000,10.192000,10.192000,389500
2020-01-08,10.000000,10.498000,9.850000,10.250000,10.250000,239700
2020-01-09,10.396000,10.396000,9.910000,10.100000,10.100000,372500
2020-01-10,9.900000,10.240000,9.900000,10.050000,10.050000,141700
2020-01-13,10.120000,10.518000,10.067000,10.244000,10.244000,367000
2020-01-14,10.530000,10.530000,10.105000,10.220000,10.220000,113400
2020-01-15,10.150000,10.785000,10.125000,10.460000,10.460000,318800
2020-01-16,10.610000,10.990000,10.450000,10.843000,10.843000,182900
2020-01-17,11.130000,11.130000,10.712000,10.810000,10.810000,154900
2020-01-21,10.840000,11.050000,10.800000,10.800000,10.800000,174300
2020-01-22,10.900000,10.980000,10.730000,10.755000,10.755000,99200
2020-01-23,11.060000,11.382000,10.710000,11.230000,11.230000,285800
2020-01-24,11.240000,11.400000,10.800000,11.140000,11.140000,183000
2020-01-27,11.000000,11.120000,10.600000,10.850000,10.850000,175800
2020-01-28,10.950000,11.060000,10.800000,10.800000,10.800000,194600
2020-01-29,10.830000,11.226000,10.750000,11.170000,11.170000,130600
2020-01-30,11.170000,11.280000,10.900000,11.140000,11.140000,175600
2020-01-31,11.000000,11.200000,10.800000,10.847000,10.847000,120800
2020-02-03,10.800000,10.910000,10.360000,10.360000,10.360000,163100
2020-02-04,10.400000,10.535000,10.220000,10.356000,10.356000,185500
2020-02-05,10.740000,10.740000,10.210000,10.348000,10.348000,84200
2020-02-06,10.380000,10.560000,10.240000,10.350000,10.350000,98800
2020-02-07,10.200000,10.340000,10.000000,10.130000,10.130000,177800
2020-02-10,10.131000,10.360000,10.000000,10.120000,10.120000,132400
2020-02-11,10.325000,10.325000,10.097000,10.193000,10.193000,101700
2020-02-12,10.100000,10.370000,10.080000,10.080000,10.080000,145400
2020-02-13,10.070000,10.290000,10.010000,10.250000,10.250000,150900
2020-02-14,10.460000,10.920000,10.460000,10.670000,10.670000,242000
2020-02-18,10.810000,11.000000,10.577000,10.920000,10.920000,136700
2020-02-19,10.905000,11.040000,10.739000,10.900000,10.900000,85900
2020-02-20,10.950000,11.064000,10.750000,11.064000,11.064000,132300
2020-02-21,11.150000,11.270000,10.640000,10.720000,10.720000,147800
2020-02-24,10.520000,10.520000,10.070000,10.120000,10.120000,257600
2020-02-25,10.000000,10.470000,9.550000,9.750000,9.750000,322400
2020-02-26,9.440000,10.160000,9.440000,9.820000,9.820000,195200
2020-02-27,9.330000,9.740000,8.813000,9.250000,9.250000,470900
2020-02-28,9.090000,9.596000,8.431000,9.560000,9.560000,373600
2020-03-02,9.600000,9.820000,9.050000,9.370000,9.370000,222900
2020-03-03,9.780000,9.780000,9.050000,9.060000,9.060000,175100
2020-03-04,9.420000,9.420000,9.060000,9.150000,9.150000,134000
2020-03-05,9.260000,9.412000,9.050000,9.050000,9.050000,148800
2020-03-06,9.000000,9.195000,8.800000,9.000000,9.000000,253200
2020-03-09,7.750000,8.800000,7.750000,8.250000,8.250000,468300
2020-03-10,8.310000,8.880000,8.050000,8.390000,8.390000,208900
2020-03-11,8.130000,8.400000,7.650000,7.700000,7.700000,362500
2020-03-12,7.740000,7.740000,6.330000,6.330000,6.330000,668800
2020-03-13,6.760000,7.150000,6.050000,6.780000,6.780000,495100
2020-03-16,6.050000,6.700000,5.794000,6.200000,6.200000,431000
2020-03-17,6.200000,6.616000,5.840000,6.340000,6.340000,232400
2020-03-18,6.500000,6.500000,5.887000,6.000000,6.000000,336400
2020-03-19,5.810000,6.428000,5.740000,6.230000,6.230000,419200
2020-03-20,7.240000,7.395000,6.430000,6.553000,6.553000,324600
2020-03-23,6.300000,7.950000,6.250000,7.370000,7.370000,542900
2020-03-24,8.000000,8.750000,7.685000,8.150000,8.150000,259800
2020-03-25,7.680000,8.800000,7.680000,8.220000,8.220000,341900
2020-03-26,8.600000,9.000000,8.120000,8.931000,8.931000,314400
2020-03-27,8.700000,9.000000,8.500000,8.900000,8.900000,205700
2020-03-30,8.790000,9.240000,7.860000,8.950000,8.950000,191600
2020-03-31,8.840000,9.320000,8.840000,9.150000,9.150000,149100
2020-04-01,8.360000,8.980000,8.350000,8.900000,8.900000,167300
2020-04-02,8.699000,9.500000,8.450000,9.320000,9.320000,204100
2020-04-03,9.190000,9.678000,9.190000,9.330000,9.330000,125900
2020-04-06,9.350000,10.040000,9.350000,9.900000,9.900000,210600
2020-04-07,10.050000,10.330000,9.670000,9.848000,9.848000,376600
2020-04-08,10.370000,10.370000,9.650000,9.730000,9.730000,400900
2020-04-09,9.170000,10.226000,9.130000,9.634000,9.634000,570500
2020-04-13,9.630000,10.420000,9.170000,9.320000,9.320000,172500
2020-04-14,9.400000,9.650000,9.110000,9.360000,9.360000,211200
2020-04-15,9.200000,9.375000,9.000000,9.140000,9.140000,178800
2020-04-16,9.000000,9.310000,8.660000,8.990000,8.990000,299800
2020-04-17,8.735000,9.250000,8.470000,9.150000,9.150000,188000
2020-04-20,8.700000,9.510000,8.700000,9.400000,9.400000,341900
2020-04-21,9.600000,9.600000,9.060000,9.180000,9.180000,90900
2020-04-22,9.184000,9.400000,9.000000,9.080000,9.080000,105000
2020-04-23,9.032000,9.790000,9.032000,9.610000,9.610000,171100
2020-04-24,9.929000,9.929000,9.430000,9.600000,9.600000,179700
2020-04-27,9.796000,10.180000,9.710000,10.090000,10.090000,264200
2020-04-28,10.290000,10.680000,10.150000,10.280000,10.280000,275000
2020-04-29,10.500000,10.600000,10.350000,10.550000,10.550000,184900
2020-04-30,10.600000,10.750000,10.250000,10.400000,10.400000,157100
2020-05-01,10.800000,10.800000,9.890000,9.900000,9.900000,152700
2020-05-04,9.900000,10.210000,9.550000,9.810000,9.810000,139800
2020-05-05,10.120000,10.380000,9.850000,10.200000,10.200000,114700
2020-05-06,10.170000,10.320000,10.110000,10.215000,10.215000,114800
2020-05-07,10.200000,10.510000,10.140000,10.290000,10.290000,112500
2020-05-08,10.540000,10.540000,10.252000,10.430000,10.430000,98100
2020-05-11,10.760000,10.760000,10.205000,10.700000,10.700000,202200
2020-05-12,10.650000,11.680000,10.650000,11.260000,11.260000,408200
2020-05-13,11.500000,11.500000,10.800000,11.240000,11.240000,270100
2020-05-14,11.290000,11.360000,9.978000,11.350000,11.350000,389400
2020-05-15,11.350000,12.460000,11.105000,12.340000,12.340000,468100
2020-05-18,13.000000,13.500000,12.850000,13.360000,13.360000,439400
2020-05-19,12.490000,13.490000,12.490000,13.350000,13.350000,518600
2020-05-20,13.750000,14.000000,12.080000,12.840000,12.840000,663100
2020-05-21,12.840000,13.487000,12.840000,12.930000,12.930000,359600
2020-05-22,13.050000,13.374000,12.650000,12.650000,12.650000,304400
2020-05-26,13.310000,14.030000,12.800000,13.120000,13.120000,291500
2020-05-27,13.350000,13.480000,12.820000,13.164000,13.164000,178000
2020-05-28,12.810000,13.760000,12.810000,13.000000,13.000000,101500
2020-05-29,13.410000,13.410000,12.750000,12.768000,12.768000,179500
2020-06-01,13.140000,13.140000,12.150000,12.500000,12.500000,275800
2020-06-02,12.200000,12.658000,12.120000,12.350000,12.350000,167400
2020-06-03,12.150000,13.000000,12.150000,12.750000,12.750000,164200
2020-06-04,13.520000,13.520000,12.500000,13.168000,13.168000,223600
2020-06-05,13.580000,13.580000,12.866000,13.160000,13.160000,219800
2020-06-08,12.840000,13.470000,12.840000,13.350000,13.350000,218900
2020-06-09,13.030000,13.810000,13.030000,13.230000,13.230000,150500
2020-06-10,13.050000,13.330000,13.025000,13.150000,13.150000,168000
2020-06-11,12.500000,12.970000,11.883000,12.200000,12.200000,470300
2020-06-12,12.900000,12.900000,12.080000,12.230000,12.230000,222300
2020-06-15,11.500000,12.590000,11.500000,12.430000,12.430000,211300
2020-06-16,12.550000,12.820000,12.300000,12.450000,12.450000,136300
2020-06-17,12.460000,12.628000,12.310000,12.438000,12.438000,73000
2020-06-18,12.230000,12.560000,12.230000,12.447000,12.447000,99500
2020-06-19,12.400000,12.900000,12.020000,12.360000,12.360000,129600
2020-06-22,12.200000,12.380000,12.080000,12.281000,12.281000,143500
2020-06-23,12.300000,12.700000,12.010000,12.614000,12.614000,93400
2020-06-24,12.775000,12.775000,12.140000,12.310000,12.310000,104300
2020-06-25,12.243000,12.410000,12.100000,12.300000,12.300000,98500
2020-06-26,12.320000,12.500000,12.200000,12.470000,12.470000,119700
2020-06-29,12.470000,12.500000,12.010000,12.256000,12.256000,105600
2020-06-30,12.500000,12.800000,12.320000,12.560000,12.560000,168000
2020-07-01,12.900000,12.940000,12.500000,12.860000,12.860000,157900
2020-07-02,12.860000,13.080000,12.700000,12.790000,12.790000,176600
2020-07-06,13.050000,13.050000,12.635000,12.735000,12.735000,136300
2020-07-07,12.600000,12.768000,12.380000,12.456000,12.456000,149000
2020-07-08,12.600000,12.900000,12.380000,12.750000,12.750000,158200
2020-07-09,12.600000,12.980000,12.530000,12.720000,12.720000,108300
2020-07-10,12.760000,14.718000,12.500000,14.590000,14.590000,576600
2020-07-13,14.900000,16.750000,14.805000,15.300000,15.300000,975400
2020-07-14,15.750000,16.165001,14.970000,15.750000,15.750000,251400
2020-07-15,15.960000,16.480000,14.860000,15.290000,15.290000,357600
2020-07-16,15.100000,15.490000,14.670000,14.820000,14.820000,256600
2020-07-17,15.300000,15.300000,14.060000,14.365000,14.365000,275000
2020-07-20,15.080000,15.080000,14.310000,14.400000,14.400000,185500
2020-07-21,14.415000,15.212000,14.410000,15.000000,15.000000,355500
2020-07-22,15.090000,15.400000,15.000000,15.180000,15.180000,399400
2020-07-23,16.010000,16.010000,15.000000,15.100000,15.100000,189800
2020-07-24,14.980000,15.240000,14.716000,14.930000,14.930000,249200
2020-07-27,14.890000,15.759000,14.660000,15.730000,15.730000,372900
2020-07-28,15.820000,16.530001,15.707000,16.400000,16.400000,425300
2020-07-29,15.230000,16.490000,15.230000,16.240000,16.240000,201800
2020-07-30,16.969999,16.969999,16.000000,16.256001,16.256001,168500
2020-07-31,16.100000,16.900000,16.090000,16.200001,16.200001,217300
2020-08-03,16.980000,16.980000,16.500000,16.820000,16.820000,207500
2020-08-04,16.850000,18.611000,16.670000,18.242001,18.242001,455300
2020-08-05,18.650000,18.900000,18.370001,18.527000,18.527000,268200
2020-08-06,18.980000,19.938000,18.620001,19.629999,19.629999,457400
2020-08-07,19.990000,20.500000,18.549999,18.830000,18.830000,562400
2020-08-10,19.490000,21.733999,19.219999,21.546000,21.546000,604300
2020-08-11,22.764999,22.764999,20.250000,20.500000,20.500000,551900
2020-08-12,22.020000,23.350000,21.878000,22.500000,22.500000,709600
2020-08-13,22.920000,23.290001,21.180000,22.768999,22.768999,722500
2020-08-14,23.480000,26.500000,22.770000,25.059999,25.059999,870000
2020-08-17,24.760000,25.500000,23.496000,23.639999,23.639999,858200
2020-08-18,23.500000,23.650000,21.590000,22.420000,22.420000,1141200
2020-08-19,21.500000,22.900000,21.500000,21.980000,21.980000,338900
2020-08-20,22.219999,22.219999,21.200001,21.304001,21.304001,366000
2020-08-21,21.010000,21.309999,19.546000,20.309999,20.309999,945600
2020-08-24,20.049999,20.780001,20.010000,20.770000,20.770000,560400
2020-08-25,20.770000,20.840000,20.500000,20.840000,20.840000,292000
2020-08-26,20.500000,21.000000,20.280001,20.334999,20.334999,269400
2020-08-27,20.600000,21.240000,20.350000,21.230000,21.230000,324700
2020-08-28,21.270000,22.870001,21.110001,22.870001,22.870001,496900
2020-08-31,22.760000,23.280001,22.330000,22.799999,22.799999,592100
2020-09-01,22.799999,23.750000,21.750000,21.910000,21.910000,466000
2020-09-02,22.150000,22.229000,21.177000,21.190001,21.190001,485600
2020-09-03,21.150000,21.500000,20.030001,20.080000,20.080000,540300
2020-09-04,20.000000,20.719999,18.944000,20.600000,20.600000,664700
2020-09-08,20.000000,20.510000,19.850000,20.290001,20.290001,270000
2020-09-09,20.760000,20.780001,20.315001,20.559999,20.559999,220500
2020-09-10,20.299999,20.900000,20.068001,20.200001,20.200001,283500
2020-09-11,20.450001,20.510000,20.115000,20.400000,20.400000,148400
2020-09-14,20.299999,20.799999,20.299999,20.766001,20.766001,167900
2020-09-15,20.900000,20.920000,20.399000,20.400000,20.400000,199600
2020-09-16,20.400000,20.624001,20.250000,20.459999,20.459999,184800
2020-09-17,19.120001,20.000000,18.931000,19.469999,19.469999,897900
2020-09-18,19.309999,19.680000,18.674000,19.141001,19.141001,482600
2020-09-21,19.090000,19.940001,17.440001,18.139999,18.139999,956600
2020-09-22,18.100000,18.393999,17.840000,18.009001,18.009001,382700
2020-09-23,18.000000,18.209999,17.299000,17.407000,17.407000,406600
2020-09-24,17.240000,17.400000,16.700001,17.021999,17.021999,572700
2020-09-25,17.000000,18.309999,16.912001,18.170000,18.170000,395200
2020-09-28,18.440001,18.920000,18.278000,18.879999,18.879999,362400
2020-09-29,18.889999,18.940001,18.315001,18.709999,18.709999,292600
2020-09-30,18.799999,18.830000,18.440001,18.500000,18.500000,178400
2020-10-01,18.639999,18.820000,18.120001,18.400000,18.400000,247600
2020-10-02,17.370001,18.719999,17.370001,18.570000,18.570000,319300
2020-10-05,18.299999,19.190001,18.299999,18.993999,18.993999,377900
2020-10-06,19.000000,19.360001,18.709999,18.750000,18.750000,319400
2020-10-07,18.770000,20.000000,18.520000,19.980000,19.980000,438300
2020-10-08,21.110001,21.340000,19.950001,21.340000,21.340000,657200
2020-10-09,21.940001,21.943001,20.908001,21.400000,21.400000,649400
2020-10-12,21.879999,22.100000,21.750000,21.910000,21.910000,437900
2020-10-13,21.910000,22.129999,21.500000,21.990000,21.990000,590400
2020-10-14,22.250000,22.440001,21.610001,21.892000,21.892000,317000
2020-10-15,21.610001,22.180000,21.180000,21.650000,21.650000,313500
2020-10-16,21.650000,21.900000,21.600000,21.700001,21.700001,246200
2020-10-19,22.190001,22.190001,21.000000,21.180000,21.180000,348700
2020-10-20,21.180000,22.190001,21.059999,21.309999,21.309999,300600
2020-10-21,21.500000,22.500000,21.100000,22.410000,22.410000,453700
